accession	taxonomy	compound	bioactivities	genome_accession	location_start	location_end
BGC0000913	Enterobacter cloacae	MK-8		EU606203.1	0	0
BGC0000914	Streptomyces coelicolor A3(2)	methylenomycin A	antibacterial, antifungal	AL589148.1	231676	251017
BGC0000915	Streptomyces lavendulae	mitomycin	cytotoxic	AF127374.2	0	0
BGC0000916	Staphylococcus carnosus	molybdenum cofactor	nitrogen reduction	AF109295.1	0	0
BGC0000917	Rhodobacter capsulatus	molybdenum cofactor		AF128444.1	0	0
BGC0000918	Streptomyces avermitilis	ochronotic pigment		AB070935.1	0	0
BGC0000919	Pseudomonas syringae	phaseolotoxin	phytotoxic	U27310.1	0	0
BGC0000920	Bacillus cereus	polyhydroxyalkanoates		DQ486135.1	0	0
BGC0000921	Pseudomonas putida	promysalin	antibacterial	GU211010.1	4335	20085
BGC0000922	Pseudomonas aeruginosa PAO1	2-heptyl-3-hydroxy-4-quinolone		AE004091.2	1073960	1087095
BGC0000923	Pseudomonas aeruginosa PAO1	paerucumarin		AF002222.1	0	0
BGC0000924	Pseudomonas chlororaphis	pyrrolnitrin	antibacterial, antifungal	EU188755.1	0	0
BGC0000925	Pseudomonas fluorescens	quinolobactin	siderophore	AY271621.1	0	0
BGC0000926	Bacillus subtilis subsp. spizizenii ATCC 6633	rhizocticin A	antifungal	FJ935779.1	13953	26676
BGC0000927	Streptomyces davaonensis JCM 4913	roseoflavin		HE971709.1	5263727	5266176
BGC0000928	Cylindrospermopsis raciborskii T3	T3 toxin	neurotoxic	DQ787200.1	0	0
BGC0000929	Burkholderia glumae	xanthothricin		EF587764.1	0	0
BGC0000930	Fusarium graminearum	nivalenol		AF336365.2	0	0
BGC0000931	Fusarium graminearum	trichothecene		AF336366.2	0	0
BGC0000932	Phaeobacter inhibens DSM 17395	tropodithietic acid	antibacterial, cytotoxic, signalling	CP002977.1	88772	108389
BGC0000933	Streptomyces xiamenensis	xiamenmycin A		KF313919.1	0	0
BGC0000934	Kitasatospora sp. HKI 714	5-acetyl-5,10-dihydrophenazine-1-carboxylic acid	antibacterial	KJ207079.1	0	0
BGC0000935	Streptomyces antibioticus	esmeraldin	pigment	JF417969.1	0	0
BGC0000936	Pseudomonas aeruginosa PAO1	pyocyanine	antibacterial, antifungal	AF005404.2	0	0
BGC0000937	Streptomyces sp. WM6372	fosfazinomycin A	antifungal	KF386865.1	9914	33560
BGC0000938	Streptomyces fradiae	fosfomycin	antibacterial	EU924263.1	0	0
BGC0000939	Grimontia hollisae	aerobactin	siderophore	AB199785.1	0	0
BGC0000940	Streptomyces coelicolor A3(2)	desferrioxamin B	siderophore	AL645882.2	3033355	3040682
BGC0000941	Streptomyces griseus subsp. griseus NBRC 13350	desferrioxamin B		AP009493.1	5578822	5584948
BGC0000942	Bacillus anthracis str. Ames	petrobactin	siderophore	AE016879.1	1864729	1871818
BGC0000943	Staphylococcus aureus subsp. aureus NCTC 8325	staphyloferrin B	siderophore	LS483365.1	75998	90444
BGC0000944	Staphylococcus aureus subsp. aureus NCTC 8325	staphyloferrin A	siderophore	CP000253.1	2257889	2263981
BGC0000945	Vibrio cholerae O1 biovar El Tor str. N16961	vibriobactin		AE003852.1	2353277	2364087
BGC0000946	Vibrio parahaemolyticus	vibrioferrin	siderophore	AB082123.1	0	0
BGC0000947	Vibrio alginolyticus	vibrioferrin	siderophore	DQ201184.2	0	0
BGC0000948	Bacteroides fragilis NCTC 9343	α-galactosylceramide	immunosuppressive	CR626927.1	2860810	2863272
BGC0000949	Streptomyces griseus	A-500359 A	antibacterial	AB476988.1	0	0
BGC0000950	Streptomyces sp. DSM 5940	napsamycin A	antibacterial	HQ287563.1	0	0
BGC0000951	Streptomyces coeruleorubidus	pacidamycin 1	antibacterial	HM855229.1	0	0
BGC0000952	Streptomyces pristinaespiralis	pristinamycin IA		FR681999.1	0	41840
BGC0000953	Streptomyces vinaceusdrappus	amicetin	antibacterial, cytotoxic	HM748814.1	0	0
BGC0000954	Chondromyces crocatus	ajudazol A	antifungal	AM946600.1	0	0
BGC0000955	Myxococcus xanthus	althiomycin	antibacterial	FR831800.1	0	0
BGC0000956	Pantoea agglomerans	andrimid	antibacterial	AY192157.1	0	0
BGC0000957	Streptomyces sp. XZQH13	mycotrienin I	antifungal	KF813023.1	0	0
BGC0000958	Streptomyces sp. S4	antimycin	antifungal, cytotoxic	NZ_FR873698.1	81953	106578
BGC0000959	Aspergillus nidulans FGSC A4	aspyridone A	cytotoxic	BN001305.1	383588	417319
BGC0000960	Streptomyces sahachiroi	azinomycin B	cytotoxic	EU240558.1	0	0
BGC0000961	Burkholderia thailandensis E264	bactobolin	antibacterial, antifungal, cytotoxic	CP000085.1	1445675	1482269
BGC0000963	Streptomyces verticillus	bleomycin	cytotoxic	AF210249.1	0	0
BGC0000964	Burkholderia thailandensis E264	burkholdac A	cytotoxic	CP000086.1	2655707	2694284
BGC0000965	Streptomyces globisporus	C-1027	antibacterial, cytotoxic	AY048670.1	0	0
BGC0000966	Actinoalloteichus sp. WH1-2216-6	caerulomycin A	antibacterial, antifungal	JF419316.2	0	0
BGC0000967	uncultured Candidatus Entotheonella sp.	calyculin A	cytotoxic	AB933566.1	0	0
BGC0000968	Penicillium expansum	chaetoglobosin A	cytotoxic	AM779763.1	0	0
BGC0000969	Chondromyces crocatus	chondramide A	cytotoxic	AM179409.1	0	0
BGC0000970	Chondromyces crocatus	chondrochloren A	antibacterial, antifungal	AM988861.1	0	0
BGC0000971	Streptomyces cinnabarigriseus	cinnabaramide A	cytotoxic	FR687018.1	0	0
BGC0000972	Escherichia coli	N-myristoyl-D-asparagine	other, other	AM229678.1	0	0
BGC0000973	Streptomyces sp. CS40	collismycin A	antibacterial, antifungal, neuroprotective	HE575208.1	0	0
BGC0000974	Chondromyces crocatus	crocacin	antifungal, cytotoxic	FN547928.1	0	0
BGC0000975	Nostoc sp. ATCC 53789	Cryptophycin A		EF159954.1	0	0
BGC0000976	Moorea producens 3L	curacin A	antitubulin	HQ696500.1	0	0
BGC0000977	Aspergillus oryzae	cyclopiazonic acid	cytotoxic	AB506492.1	0	0
BGC0000978	Cylindrospermopsis raciborskii AWT205	cylindrospermopsin	cytotoxic, neurotoxic	EU140798.1	0	0
BGC0000979	Aphanizomenon sp. 10E9	cylindrospermopsin		GQ385959.1	0	0
BGC0000980	Aphanizomenon sp. 22D11	cylindrospermopsin		GQ385960.1	0	0
BGC0000981	Aphanizomenon sp. 10E6	cylindrospermopsin		GQ385961.1	0	0
BGC0000982	Cystobacter fuscus	cystothiazole A	antifungal, cytotoxic	AY834753.1	0	0
BGC0000983	Aspergillus clavatus NRRL 1	cytochalasin E	inhibitor	DS027057.1	334675	379692
BGC0000984	Delftia acidovorans SPH-1	delftibactin A	antibacterial, siderophore	CP000884.1	5200652	5260767
BGC0000985	Tistrella mobilis KA081020-065	didemnin B	cytotoxic, surfactant	CP003239.1	674941	729697
BGC0000986	Stigmatella aurantiaca DW4/3-1	dkxanthene 530		BN001209.1	0	0
BGC0000988	Sorangium cellulosum	epothilone B	cytotoxic	AF210843.1	0	0
BGC0000989	Sorangium cellulosum So0157-2	epothilone		EU414841.1	0	0
BGC0000990	Sorangium cellulosum	epothilone		GU063811.1	0	0
BGC0000991	Sorangium cellulosum	epothilone		AF217189.1	0	0
BGC0000992	Fusarium heterosporum	fusaridione A		AY700570.3	0	0
BGC0000993	Chromobacterium violaceum	FR901228		EF210776.1	0	0
BGC0000994	Streptomyces hygroscopicus subsp. ascomyceticus	FR-900520	antifungal, immunosuppressive	AF235504.1	0	0
BGC0000995	Pseudomonas sp. 2663	FR901464	cytotoxic	HM047288.1	11932	92515
BGC0000996	Streptomyces sp. SPB78	frontalamide B	antifungal	GG657742.1	4892742	4909316
BGC0000997	[Polyangium] brachysporum	glidobactin		AM412319.1	0	0
BGC0000998	Streptomyces sp. K01-0509	guadinomine	antibacterial, inhibitor	JX545234.1	0	0
BGC0000999	Lysobacter enzymogenes	heat-stable antifungal factor		EF028635.2	0	0
BGC0001000	Lyngbya majuscula	hectochlorin	antifungal, cytotoxic	AY974560.1	0	0
BGC0001001	Lyngbya majuscula	jamaicamide A	cytotoxic	AY522504.1	0	0
BGC0001002	Streptomyces roseoverticillatus	jawsamycin	antifungal	AB920328.1	1629	14889
BGC0001003	Kitasatospora aureofaciens	α-lipomycin	antibacterial	DQ176871.1	0	0
BGC0001004	Streptomyces sp. SCSIO 01127	lobophorin B	antibacterial, cytotoxic	KC013978.1	2344	100910
BGC0001005	Bacillus subtilis	locillomycin	antifungal	KF866134.1	0	0
BGC0001006	Salinispora tropica CNB-440	lymphostin	immunosuppressive, inhibitor	CP000667.1	3494094	3519138
BGC0001007	Salinispora arenicola CNS-205	lymphostin	inhibitor	CP000850.1	3781645	3805331
BGC0001008	Actinomadura madurae	maduropeptin	antibacterial, antioxidant	AY271660.2	12362	75173
BGC0001009	Melittangium lichenicola	melithiazol A	antifungal, cytotoxic	AJ557546.1	0	0
BGC0001010	Melittangium lichenicola	melithiazol A	antifungal, cytotoxic	AJ557546.1	0	0
BGC0001011	Streptomyces sp. NRRL 30748	meridamycin	neuroprotective	DQ351275.1	0	0
BGC0001012	Streptomyces violaceusniger	meridamycin		DQ885223.1	0	0
BGC0001013	Streptomyces sp.	meridamycin	neuroprotective	DL080157.1	0	0
BGC0001014	Ralstonia solanacearum GMI1000	micacocidin	antibacterial, siderophore	AL646052.1	1941939	1980062
BGC0001015	Planktothrix agardhii NIVA-CYA 126/8	microcystin	cytotoxic	AJ441056.1	0	0
BGC0001016	Anabaena sp. 90	microcystin	hepatotoxic	AY212249.1	0	0
BGC0001017	Microcystis aeruginosa PCC 7806	microcystin LR	cytotoxic, inhibitor	AF183408.1	0	0
BGC0001018	Microcystis aeruginosa K-139	micropeptin K139		AB481215.1	0	0
BGC0001019	Sorangium cellulosum	microsclerodermin M	antifungal	KF657738.1	0	0
BGC0001020	Streptomyces sp. NRRL 30471	muraymycin C1	antibacterial	HQ257512.1	0	0
BGC0001021	Mycobacterium tuberculosis H37Rv	mycobactin	siderophore	AL123456.3	2656200	2680020
BGC0001022	Stigmatella aurantiaca	myxalamid	antibacterial, antifungal	AF319998.1	0	0
BGC0001023	Stigmatella aurantiaca	myxochromide S1	surfactant	AJ698723.2	0	0
BGC0001024	Stigmatella aurantiaca DW4/3-1	myxothiazol	antifungal, cytotoxic	AF188287.1	0	0
BGC0001025	Myxococcus xanthus DK 1622	myxovirescin A1	antibacterial	CP000113.1	4726438	4809194
BGC0001026	Metarhizium anisopliae	NG-391	cytotoxic	GQ176852.1	0	0
BGC0001027	Nocardia farcinica IFM 10152	nocobactin NA	siderophore	AP006618.1	820180	840689
BGC0001028	Nostoc sp. GSV224	nostopeptolide A2	cell differentiation	AF204805.2	0	0
BGC0001029	Nostoc sp. 152	nostophycin	cytotoxic	JF430079.1	0	0
BGC0001030	Penicillium nordicum	ochratoxin A	cytotoxic, antibacterial	MG701895.1	0	0
BGC0001031	Serratia marcescens	oocydin A	antifungal	JX315603.1	0	0
BGC0001032	Serratia plymuthica	oocydin A		JX315604.1	0	0
BGC0001033	Paenibacillus larvae subsp. larvae DSM 25430	paenilamicin	antibacterial, antifungal, cytotoxic	CP003355.1	1729923	1788675
BGC0001034	Sorangium cellulosum	pellasoren	cytotoxic	HE616533.1	0	0
BGC0001035	Glarea lozoyensis ATCC 20868	pneumocandin B0	antifungal	KE145356.1	180393	296227
BGC0001036	Streptomyces sp. MK498-98F14	polyoxypeptin	cytotoxic	KF386858.1	0	0
BGC0001037	Aspergillus fumigatus Af293	pseurotin	inhibitor	CM000176.1	115218	134016
BGC0001038	Nonomuraea spiralis	pyralomicin 1a	antibacterial	JX424761.1	0	0
BGC0001039	Streptomyces pyridomyceticus	pyridomycin	antibacterial	HM436809.1	0	0
BGC0001040	Streptomyces rapamycinicus NRRL 5491	rapamycin	antifungal, cytotoxic	X86780.1	0	0
BGC0001041	Salinispora tropica CNB-440	salinosporamide A	cytotoxic	CP000667.1	1140547	1182556
BGC0001042	Streptomyces flaveolus	sanglifehrin A	antiviral, immunosuppressive	FJ809786.1	0	0
BGC0001043	Streptomyces griseus subsp. griseus NBRC 13350	SGR PTMs		AP009493.1	950358	966540
BGC0001044	Leptosphaeria maculans	sirodesmin PL	antibacterial	AY553235.1	13885	61960
BGC0001045	Pseudomonas sp. Q71576	spiruchostatin A	antifungal, cytotoxic, inhibitor	JQ045344.1	0	0
BGC0001046	Streptomyces lydicus	streptolydigin	antibacterial	FN433113.1	0	0
BGC0001047	Pseudomonas syringae	syringolin A		AJ548826.1	3503	25621
BGC0001048	Streptoalloteichus hindustanus	tallysomycin A	cytotoxic	EF032505.1	0	0
BGC0001049	Beauveria bassiana	tenellin		AM409327.1	1717	20893
BGC0001050	Tistrella bauzanensis	thalassospiramide A	inhibitor	KC181865.1	0	0
BGC0001051	Sorangium cellulosum	thuggacin A	antibacterial	GQ981380.1	17491	76320
BGC0001052	Streptomyces sp. 307-9	tirandamycin	antibacterial	GU385216.1	0	0
BGC0001053	Archangium disciforme	tubulysin A	cytotoxic	AJ620477.1	0	0
BGC0001054	Xenorhabdus nematophila ATCC 19061	xenocoumacin 1	antibacterial	FN667742.1	1572674	1613982
BGC0001055	Escherichia coli	yersiniabactin	siderophore	AM236324.1	0	0
BGC0001056	Serratia plymuthica RVH1	zeamine	antibacterial	HE995400.1	0	0
BGC0001057	Fusarium graminearum	zearalenone	cytotoxic, cytotoxic	DQ019316.1	0	0
BGC0001058	Streptomyces flavoviridis	zorbamycin	cytotoxic	EU670723.1	0	0
BGC0001059	Bacillus cereus	zwittermicin A	antibacterial, antifungal	FJ430564.1	0	0
BGC0001060	Micromonospora chersina	dynemicin A	antibacterial, cytotoxic	EF552206.1	0	0
BGC0001061	Streptomyces diastatochromogenes	polyketomycin	antibacterial, cytotoxic	FJ483966.1	0	0
BGC0001062	Micromonospora echinospora subsp. challisensis	TLN-05220	antibacterial, cytotoxic	FJ915123.1	0	0
BGC0001063	Streptomyces coelicolor A3(2)	undecylprodigiosin	antibacterial, antifungal, cytotoxic	AL645882.2	6432566	6464206
BGC0001064	Cylindrospermum licheniforme UTEX B 2014	cylindrocyclophane D	cytotoxic	JX477167.1	0	0
BGC0001065	Streptomyces chromofuscus	herboxidiene	antibacterial, cytotoxic, herbicidal	JN671974.1	21445	74480
BGC0001066	Streptomyces violaceoruber	kendomycin	antibacterial, cytotoxic, inhibitor	AM992894.1	0	0
BGC0001067	Aspergillus fumigatus Af293	Fumagillin		CM000176.1	79285	114438
BGC0001068	unidentified unclassified sequences.	pyripyropene A		FW556769.1	0	0
BGC0001069	Sorangium cellulosum	chivosazol	antifungal, cytotoxic	DQ065771.1	0	0
BGC0001070	Streptomyces collinus Tu 365	kirromycin	antibacterial, inhibitor	AM746336.1	23875	103763
BGC0001071	Nostoc sp. 'Peltigera membranacea cyanobiont'	nosperin		GQ979609.2	0	0
BGC0001072	Streptomyces antibioticus	simocyclinone D8	antibacterial, cytotoxic, inhibitor	AF324838.2	0	0
BGC0001073	Micromonospora sp. TP-A0468	kosinostatin	antibacterial, antifungal, cytotoxic	JN038178.1	0	0
BGC0001074	Streptomyces olindensis	cosmomycin D	antibacterial, cytotoxic	JJOH01000002.1	297513	339455
BGC0001075	Rhodococcus erythropolis	aurachin RE	antibacterial	AB694012.1	0	0
BGC0001076	Streptomyces sp. SN-1061M	liposidomycin B	antibacterial, inhibitor	GU219978.1	0	0
BGC0001077	Actinoplanes missouriensis 431	6-anteisoheptadecyl-4-O-dihydrogeranyl-2-methoxyhydroquinone		AP012319.1	8379670	8386219
BGC0001078	Streptomyces sp. KO-3988	furaquinocin B	cytotoxic	AB212624.1	0	0
BGC0001079	Streptomyces aculeolatus	napyradiomycin A80915C	antibacterial, cytotoxic	EF397638.1	0	0
BGC0001080	Streptomyces anulatus	endophenazine A	antibacterial, antifungal	FN178498.1	0	0
BGC0001081	Epichloe festucae var. lolii	lolitrem F		AY742903.1	0	0
BGC0001082	Penicillium paxilli	Paxilline		HM171111.1	28174	46982
BGC0001083	Streptomyces sp. CNH189	merochlorin A	antibacterial	JX186999.1	0	0
BGC0001084	Aspergillus sp. MF297-2	notoamide A	cytotoxic, inhibitor	HM622670.1	1293	42030
BGC0001086	Sphingomonas lacus	astaxanthin dideoxyglycoside		KF724895.1	0	0
BGC0001087	Salinispora tropica CNB-440	sioxanthin		CP000667.1	274055	275581
BGC0001088	Xanthomonas albilineans	albicidin	antibacterial, antifungal	AJ586576.1	0	0
BGC0001089	Bacillus velezensis FZB42	bacillaene	antibacterial, inhibitor	AJ634060.2	0	0
BGC0001090	Bacillus velezensis FZB42	bacillomycin D	antifungal	CP000560.1	1867976	1912622
BGC0001091	Corallococcus coralloides	corallopyronin	antibacterial	HM071004.1	0	0
BGC0001092	Candidatus Profftella armatura	diaphorin	cytotoxic	CP003468.1	131662	259134
BGC0001093	Sorangium cellulosum	disorazol A		DQ013294.1	0	0
BGC0001094	Burkholderia ambifaria AMMD	enacyloxin IIa	antibacterial	CP000442.1	393560	464973
BGC0001095	Bacillus velezensis FZB42	fengycin	antifungal, surfactant	CP000560.1	1921412	1970953
BGC0001096	Pseudomonas sp. 2663	FR901464		HM047288.1	0	0
BGC0001098	Bacillus subtilis	iturin	antifungal	AB050629.1	0	0
BGC0001099	Pseudomonas fluorescens	kalimantacin A	antibacterial	GU479979.1	0	0
BGC0001100	Streptomyces rochei	lankacidin C	antibacterial, cytotoxic, immunosuppressive	AB088224.2	4922	35881
BGC0001101	Streptomyces atroolivaceus	leinamycin	antibacterial, cytotoxic, inhibitor	AF484556.1	0	0
BGC0001102	Burkholderia thailandensis E264; ATCC 700388	malleilactone	antibacterial, cytotoxic, siderophore, surfactant	CP000085.1	2543245	2580940
BGC0001103	Bacillus subtilis subsp. spizizenii ATCC 6633	mycosubtilin	antifungal	AF184956.1	0	0
BGC0001104	Myxococcus xanthus DK 1622	myxovirescin A1		CP000113.1	4797714	4809194
BGC0001105	Uncultured bacterium	onnamide A	cytotoxic	AY688304.2	0	0
BGC0001106	Streptomyces albus	oxazolomycin	cytotoxic, antiviral	EF552687.1	12964	97799
BGC0001107	Candidatus Endolissoclinum faulkneri L5	patellazole		JX033584.1	0	0
BGC0001108	Uncultured bacterium	pederin	cytotoxic, dermatotoxic, inhibitor	AY328023.1	0	0
BGC0001109	unidentified unclassified sequences.	pederin		DD161836.1	0	0
BGC0001110	uncultured bacterium psy1	psymberin	cytotoxic, surfactant	FJ823461.1	0	0
BGC0001111	Stigmatella aurantiaca Sg a15	rhizopodin	cytotoxic	FR854394.1	0	0
BGC0001112	Paraburkholderia rhizoxinica	rhizoxin A	cytotoxic	AM411073.1	0	0
BGC0001113	Burkholderia sp. FERM BP-3421	spliceostatin	cytotoxic	KJ461964.1	0	0
BGC0001114	Burkholderia thailandensis	thailanstatin A	cytotoxic, inhibitor	JX307851.1	0	0
BGC0001115	Pseudoalteromonas sp. SANK 73390	thiomarinol	antibacterial	FN689524.1	10748	97600
BGC0001116	Streptomyces virginiae	virginiamycin S1	antibacterial	AB283030.2	0	0
BGC0001117	Streptomyces himastatinicus ATCC 53653	himastatin	antibacterial, cytotoxic	FR823394.1	0	0
BGC0001118	Aspergillus fumigatus Af293	endocrocin	immunosuppressive	CM000172.1	54334	75724
BGC0001119	Streptomyces sp. HKI0576	divergolide A	antibacterial, cytotoxic	HF563079.1	0	0
BGC0001120	Burkholderia thailandensis E264	burkholderic acid	antibacterial, cytotoxic, siderophore, virulence factor	CP000085.1	2543245	2580940
BGC0001121	Aspergillus nidulans FGSC A4	orsellinic acid		BN001302.1	214879	224786
BGC0001122	Aspergillus terreus NIH2624	dihydroisoflavipucine	antibacterial	CH476594.1	901119	944781
BGC0001123	Aspergillus oryzae RIB40	aspirochlorine	antifungal, cytotoxic	AP007154.1	59595	103337
BGC0001124	Aspergillus niger ATCC 1015	pyranonigrin E		ACJE01000019.1	122605	153844
BGC0001125	Cylindrospermum alatosporum CCALA 988	puwainaphycin A	cytotoxic	KM078884.1	0	0
BGC0001126	Fischerella ambigua UTEX 1903	12-epi-hapalindole J isonitrile		KF664586.1	0	0
BGC0001127	Janthinobacterium agaricidamnosum	jagaricin	antifungal	HE967328.2	0	0
BGC0001128	Photorhabdus laumondii subsp. laumondii TTO1	gamexpeptide C		BX470251.1	3865092	3880790
BGC0001129	unidentified unclassified sequences.	xenolindicin A		MIBIG.BGC0001129.1	0	0
BGC0001130	Xenorhabdus budapestensis	fabclavine Ia	antibacterial, antifungal, cytotoxic, surfactant	NIBS01000014.1	52424	100650
BGC0001131	Xenorhabdus miraniensis	ambactin	antiprotozoal	NITZ01000005.1	144017	173487
BGC0001132	Xenorhabdus nematophila ATCC 19061	xenotetrapeptide		FN667742.1	1902005	1914421
BGC0001133	Xenorhabdus bovienii SS-2004	taxlllaid A		FN667741.1	759318	785205
BGC0001134	Photorhabdus laumondii subsp. laumondii TTO1	photopyrone A	signalling	NC_005126.1	4843318	4844043
BGC0001135	Xenorhabdus budapestensis	bicornutin A1	antibacterial	JX424818.1	0	0
BGC0001136	Beauveria bassiana	desmethylbassianin		HM243222.1	0	0
BGC0001137	Marinactinospora thermotolerans	marinacarboline A	antimalarial, cytotoxic	KC541560.1	0	0
BGC0001138	Marinactinospora thermotolerans	a201a	antibacterial	JN651966.1	0	0
BGC0001140	Streptomyces platensis	platensimycin	antibacterial, inhibitor	FJ655920.1	4531	45738
BGC0001141	Penicillium brefeldianum	4-epi-15-epi-brefeldin A	cytotoxic	KJ728786.1	0	0
BGC0001142	Penicillium aethiopicum	tryptoquialanine		HQ591508.1	0	0
BGC0001143	Aspergillus niger ATCC 1015	azanigerone A		ACJE01000001.1	422430	462946
BGC0001144	Trichophyton tonsurans CBS 112818	neosartoricin B		GG698521.1	57770	72970
BGC0001145	Streptomyces mobaraensis NBRC 13819 = DSM 40847	cyclothiazomycin b1	antibacterial, antifungal	AORZ01000028.1	35019	50744
BGC0001146	Streptomyces sp. NRRL WC-3908	cyclothiazomycin C	antibacterial	KJ651958.1	0	0
BGC0001147	Streptomyces netropsis	disgocidine		KJ634466.1	0	0
BGC0001148	Streptomyces cirratus	pheganomycin	antibacterial	AB896796.1	0	0
BGC0001149	Pseudomonas sp. SHC52	brabantamide A	antibacterial	CBLV010000330.1	196768	209553
BGC0001150	Streptomyces alboniger	pamamycin-607	anti-Gram-positive, antifungal, cytotoxic, anti-Gram-negative, herbicidal	KM923741.1	0	0
BGC0001151	Streptomyces antibioticus	valclavam	antibacterial, antifungal, inhibitor	JN705801.1	15432	35367
